long,lat,ID,chloroMonth
-10.54827159,53.53852944,EB42450_0921,1.111139946
-10.50852006,53.5260194,EB42450_0921,1.154472199
-10.48795121,53.5258257,EB42450_0921,1.229035786
-10.49264871,53.53593452,EB42450_0921,1.235979758
-10.48855551,53.52601039,EB42450_0921,1.227501018
-10.46244219,53.51642378,EB42450_0921,1.076480144
-10.47488317,53.50957122,EB42450_0921,1.10190704
-10.48703825,53.50235368,EB42450_0921,1.066405706
-10.47409139,53.49200745,EB42450_0921,1.059380177
-10.47627921,53.489904,EB42450_0921,1.058608625
-10.47367905,53.49518921,EB42450_0921,1.06192622
-10.48368558,53.49988511,EB42450_0921,1.060609189
-10.48647556,53.49504931,EB42450_0921,1.042957944
-10.47784063,53.49284761,EB42450_0921,1.061498409
-10.48093991,53.49465986,EB42450_0921,1.047516458
-10.48263921,53.49567333,EB42450_0921,1.048430992
-10.48293684,53.49593463,EB42450_0921,1.048795332
-10.481495,53.49582352,EB42450_0921,1.049805914
-10.48195819,53.49628135,EB42450_0921,1.050575399
-10.48315022,53.49642744,EB42450_0921,1.049810389
-10.49897671,53.49232953,EB42450_0921,1.017384886
-10.52197017,53.4884733,EB42450_0921,0.888182162
-10.53360958,53.47863063,EB42450_0921,0.838622639
-10.55652058,53.45869332,EB42450_0921,0.826526257
-10.58092215,53.43713238,EB42450_0921,0.804427798
-10.61386571,53.42386195,EB42450_0921,0.827919815
-10.62974356,53.41445075,EB42450_0921,0.836001337
-10.63312829,53.41458755,EB42450_0921,0.835157651
-10.6303048,53.4133621,EB42450_0921,0.835645595
-10.65315263,53.41562387,EB42450_0921,0.828503662
-10.66114912,53.41475641,EB42450_0921,0.827106803
-10.66080196,53.41469658,EB42450_0921,0.82689032
-10.67639014,53.4118936,EB42450_0921,0.822386298
-10.6889045,53.4059441,EB42450_0921,0.790617839
-10.71871732,53.38776468,EB42450_0921,0.774030653
-10.73022302,53.36387955,EB42450_0921,0.818530634
-10.71081849,53.33476576,EB42450_0921,0.872328
-10.72136676,53.30461594,EB42450_0921,0.960093557
-10.74665069,53.28155013,EB42450_0921,1.024259626
-10.78249397,53.26142605,EB42450_0921,1.11509267
-10.81973693,53.24283499,EB42450_0921,1.17079476
-10.85185344,53.22394327,EB42450_0921,1.193151761
-10.86921342,53.20011822,EB42450_0921,1.237086463
-10.87017238,53.17290106,EB42450_0921,1.326000275
-10.83540488,53.14257275,EB42450_0921,1.596901404
-10.80534759,53.11760261,EB42450_0921,1.495466296
-10.76622396,53.10507268,EB42450_0921,1.338137311
-10.72457693,53.09888255,EB42450_0921,1.112275167
-10.70741306,53.09051519,EB42450_0921,1.080091497
-10.70744958,53.08889287,EB42450_0921,1.08576334
-10.71336244,53.0786683,EB42450_0921,1.125626754
-10.72384457,53.06794705,EB42450_0921,1.168177336
-10.72418902,53.06173242,EB42450_0921,1.168481879
-10.73708597,53.05655483,EB42450_0921,1.208885758
-10.73871986,53.05138864,EB42450_0921,1.193270112
-10.74217142,53.05233368,EB42450_0921,1.204457982
-10.73518712,53.0529243,EB42450_0921,1.194174813
-10.7362832,53.05345754,EB42450_0921,1.197828567
-10.73954686,53.05654931,EB42450_0921,1.213584744
-10.73273537,53.05378403,EB42450_0921,1.193910045
-10.73970618,53.05506935,EB42450_0921,1.209556216
-10.74036867,53.05572773,EB42450_0921,1.213043174
-10.73572982,53.04920804,EB42450_0921,1.177183329
-10.73394747,53.04604344,EB42450_0921,1.156538488
-10.73093423,53.04380773,EB42450_0921,1.138984824
-10.73405271,53.04713078,EB42450_0921,1.163134588
-10.7396947,53.04339047,EB42450_0921,1.145807796
-10.75308583,53.04381416,EB42450_0921,1.169140703
-10.73900739,53.04875254,EB42450_0921,1.179150182
-10.73928849,53.04875265,EB42450_0921,1.179537957
-10.73955305,53.04848003,EB42450_0921,1.178333407
-10.73977527,53.04830943,EB42450_0921,1.177634173
-10.74005725,53.048094,EB42450_0921,1.176752976
-10.74015202,53.04772651,EB42450_0921,1.174636846
-10.74066702,53.04757491,EB42450_0921,1.17447093
-10.74124103,53.04747972,EB42450_0921,1.174750684
-10.74145724,53.04711634,EB42450_0921,1.172762403
-10.74121705,53.04658909,EB42450_0921,1.168956663
-10.7415031,53.04625928,EB42450_0921,1.167200882
-10.74189196,53.04603726,EB42450_0921,1.166283761
-10.74193541,53.04571953,EB42450_0921,1.16417787
-10.74222133,53.04560942,EB42450_0921,1.163819367
-10.74256981,53.04557785,EB42450_0921,1.16408677
-10.742487,53.0453262,EB42450_0921,1.162193663
-10.74262368,53.04521515,EB42450_0921,1.161587366
-10.74305433,53.04528267,EB42450_0921,1.162655791
-10.74393787,53.04552065,EB42450_0921,1.165630946
-10.73870598,53.04464523,EB42450_0921,1.152017145
-10.70590292,53.03860871,EB42450_0921,1.015576629
-10.70219221,53.02828472,EB42450_0921,0.958232408
-10.70386244,53.01715684,EB42450_0921,0.877619522
-10.71215253,53.00497509,EB42450_0921,0.888188623
-10.69836637,52.98899795,EB42450_0921,0.898786829
-10.73633754,52.98155307,EB42450_0921,0.945000547
-10.76093851,52.96713551,EB42450_0921,0.965511513
-10.73530911,52.96054755,EB42450_0921,0.971047603
-10.69505146,52.9674288,EB42450_0921,0.925199372
-10.65184507,52.97776158,EB42450_0921,0.915780806
-10.61759869,52.98947973,EB42450_0921,0.886957459
-10.60318212,53.00506461,EB42450_0921,0.863108012
-10.61811674,53.01788615,EB42450_0921,0.851848428
-10.63920187,53.03087807,EB42450_0921,0.831608585
-10.67366816,53.03662933,EB42450_0921,0.929864511
-10.68747581,53.04441649,EB42450_0921,0.975841626
-10.68749691,53.04506613,EB42450_0921,0.979556024
-10.68517269,53.04553965,EB42450_0921,0.980385219
-10.68339783,53.04357708,EB42450_0921,0.967689201
-10.6936052,53.03722335,EB42450_0921,1.004841908
-10.69699028,53.03493903,EB42450_0921,0.991194136
-10.69722878,53.03445577,EB42450_0921,0.98825962
-10.69833673,53.03233415,EB42450_0921,0.975943153
-10.69882678,53.03021491,EB42450_0921,0.963998718
-10.69749562,53.02810269,EB42450_0921,0.950610223
-10.69403,53.02605488,EB42450_0921,0.932060665
-10.69184386,53.02602213,EB42450_0921,0.927356123
-10.69541488,53.02405692,EB42450_0921,0.923783991
-10.70203214,53.01927037,EB42450_0921,0.874965763
-10.70226854,53.01761,EB42450_0921,0.875706314
-10.70464004,53.0162598,EB42450_0921,0.876926042
-10.70652606,53.01788189,EB42450_0921,0.876342792
-10.72490433,53.01306821,EB42450_0921,0.87742249
-10.75744102,53.00956961,EB42450_0921,0.940834614
-10.781424,53.0133901,EB42450_0921,1.104690602
-10.77642447,53.02772044,EB42450_0921,1.21396752
-10.7644783,53.04195576,EB42450_0921,1.166082705
-10.73224759,53.05013567,EB42450_0921,1.1737469
-10.72780462,53.05029731,EB42450_0921,1.087016561
-10.72415801,53.05626569,EB42450_0921,1.127439709
-10.7154289,53.06026285,EB42450_0921,1.127955252
-10.71819866,53.05846115,EB42450_0921,1.127746788
-10.71064777,53.05615119,EB42450_0921,1.108790707
-10.71338983,53.04927374,EB42450_0921,1.076076718
-10.69492388,53.04386123,EB42450_0921,1.044927493
-10.68706942,53.03973789,EB42450_0921,0.949438039
-10.70881708,53.0415714,EB42450_0921,1.030579584
-10.71180666,53.04338,EB42450_0921,1.041333504
-10.71651905,53.05298197,EB42450_0921,1.097594527
-10.72289422,53.05874352,EB42450_0921,1.141348236
-10.74030645,53.05965786,EB42450_0921,1.216608305
-10.74077692,53.06158773,EB42450_0921,1.220585307
-10.74792067,53.0668717,EB42450_0921,1.323114493
-10.7579385,53.06832969,EB42450_0921,1.372753373
-10.740474,53.06973638,EB42450_0921,1.291899303
-10.74031244,53.06361658,EB42450_0921,1.279562058
-10.74488887,53.0566898,EB42450_0921,1.224222942
-10.73466145,53.04664544,EB42450_0921,1.156441049
-10.72499539,53.04213322,EB42450_0921,1.033371097
-10.72243341,53.04635241,EB42450_0921,1.059636394
-10.73743314,53.04955516,EB42450_0921,1.176501945
-10.74013317,53.04160308,EB42450_0921,1.129043106
-10.74569547,53.04563306,EB42450_0921,1.165778395
-10.74499263,53.04825335,EB42450_0921,1.182046261
-10.7488314,53.047606,EB42450_0921,1.185508743
-10.74958913,53.04432301,EB42450_0921,1.162647893
-10.74438274,53.0417566,EB42450_0921,1.135549679
-10.74419725,53.04053027,EB42450_0921,1.126095404
-10.74489944,53.04004657,EB42450_0921,1.123351379
-10.75223825,53.0472546,EB42450_0921,1.189964164
-10.75281905,53.0493239,EB42450_0921,1.207394198
-10.75414477,53.04946808,EB42450_0921,1.212098175
-10.75186521,53.05335839,EB42450_0921,1.233564406
-10.75251785,53.05542981,EB42450_0921,1.249821209
-10.75254908,53.05447688,EB42450_0921,1.243760877
-10.75289595,53.05371457,EB42450_0921,1.240011991
-10.75257279,53.05309703,EB42450_0921,1.234310438
-10.75163227,53.04834126,EB42450_0921,1.196474778
-10.73947766,53.04444607,EB42450_0921,1.147338067
-10.70659176,53.04165705,EB42450_0921,1.029165593
-10.70678831,53.04126208,EB42450_0921,1.026756815
-10.70716511,53.04044127,EB42450_0921,1.021821487
-10.70751333,53.03986198,EB42450_0921,1.018331482
-10.70790368,53.03936505,EB42450_0921,1.015338566
-10.7086006,53.03860202,EB42450_0921,1.010790889
-10.70892233,53.03801994,EB42450_0921,1.007325123
-10.708971,53.0373311,EB42450_0921,1.003263211
-10.70941977,53.03648325,EB42450_0921,0.998315351
-10.70968849,53.03582108,EB42450_0921,0.994478716
-10.7100988,53.03523439,EB42450_0921,0.991093812
-10.71039442,53.03473542,EB42450_0921,0.988230926
-10.71070492,53.03436616,EB42450_0921,0.986101192
-10.71094328,53.03375709,EB42450_0921,0.982680566
-10.71093793,53.03315379,EB42450_0921,0.979372329
-10.71147654,53.03255678,EB42450_0921,0.976045705
-10.71174213,53.03186818,EB42450_0921,0.972331697
-10.71179825,53.03123397,EB42450_0921,0.969021482
-10.71192407,53.03046135,EB42450_0921,0.965082602
-10.71200417,53.02981491,EB42450_0921,0.96187876
-10.71208261,53.02917153,EB42450_0921,0.95878206
-10.71243307,53.02850866,EB42450_0921,0.955540896
-10.71248252,53.02785504,EB42450_0921,0.952610459
-10.71276605,53.02734585,EB42450_0921,0.950217478
-10.71279873,53.02681652,EB42450_0921,0.947998825
-10.71305283,53.02643884,EB42450_0921,0.946248026
-10.71315015,53.02600065,EB42450_0921,0.944447788
-10.71337917,53.02547225,EB42450_0921,0.942246365
-10.71369824,53.02495288,EB42450_0921,0.940035464
-10.71433395,53.02436186,EB42450_0921,0.937193645
-10.714496,53.0238407,EB42450_0921,0.935311323
-10.71460064,53.02341005,EB42450_0921,0.933880096
-10.71483857,53.02309824,EB42450_0921,0.932598155
-10.71507645,53.02274705,EB42450_0921,0.931245404
-10.71520704,53.02255819,EB42450_0921,0.930505462
-10.71519306,53.02237088,EB42450_0921,0.930067059
-10.71498341,53.02224803,EB42450_0921,0.930160853
-10.71490695,53.02210189,EB42450_0921,0.929959325
-10.71489792,53.02205516,EB42450_0921,0.9298336
-10.71358912,53.02122676,EB42450_0921,0.930609989
-10.71454796,53.02194909,EB42450_0921,0.9301709
-10.71388796,53.02223111,EB42450_0921,0.931770201
-10.71442314,53.02244976,EB42450_0921,0.931290884
-10.71452259,53.02221876,EB42450_0921,0.930585582
-10.71485117,53.02224207,EB42450_0921,0.929986961
-10.71492079,53.02221895,EB42450_0921,0.929758141
-10.71489131,53.02218068,EB42450_0921,0.929684564
-10.71507453,53.02231933,EB42450_0921,0.929571757
-10.71523068,53.02244496,EB42450_0921,0.929488394
-10.71544479,53.02259935,EB42450_0921,0.929360615
-10.71534383,53.02265143,EB42450_0921,0.929631644
-10.7153368,53.0227568,EB42450_0921,0.929843746
-10.71535895,53.02292265,EB42450_0921,0.930155597
-10.71530064,53.0230722,EB42450_0921,0.930597323
-10.71557003,53.02328133,EB42450_0921,0.930579589
-10.71562376,53.02339185,EB42450_0921,0.930729566
-10.71575656,53.02357026,EB42450_0921,0.930929515
-10.71581174,53.02384121,EB42450_0921,0.931588236
-10.71590612,53.02409935,EB42450_0921,0.932175567
-10.71584596,53.0242607,EB42450_0921,0.932770881
-10.71591122,53.02438004,EB42450_0921,0.932999741
-10.715924,53.02440865,EB42450_0921,0.933022158
-10.71609274,53.02459386,EB42450_0921,0.933302156
-10.71641012,53.02492479,EB42450_0921,0.933872937
-10.71684193,53.02520553,EB42450_0921,0.934105993
-10.71696647,53.02536292,EB42450_0921,0.934461941
-10.71700038,53.02574453,EB42450_0921,0.935959349
-10.71713985,53.02607661,EB42450_0921,0.937121544
-10.71735938,53.02672474,EB42450_0921,0.9397019
-10.71749573,53.02679276,EB42450_0921,0.93975992
-10.71761036,53.02707513,EB42450_0921,0.940906638
-10.71810652,53.02768574,EB42450_0921,0.943229034
-10.71844575,53.02799138,EB42450_0921,0.944327818
-10.71886765,53.02832454,EB42450_0921,0.945536976
-10.71906794,53.02855669,EB42450_0921,0.946527868
-10.71902266,53.02844328,EB42450_0921,0.94589556
-10.7179,53.027409,EB42450_0921,0.941836028
-10.717222,53.028243,EB42450_0921,0.946942714
-10.71208043,53.026789,EB42450_0921,0.945609794
-10.71478477,53.02887126,EB42450_0921,0.952430999
-10.71588219,53.02974842,EB42450_0921,0.955854692
-10.71652334,53.03032021,EB42450_0921,0.958313628
-10.71677389,53.03069557,EB42450_0921,0.960107482
-10.71747261,53.03093738,EB42450_0921,0.960893859
-10.71809713,53.03125053,EB42450_0921,0.962179486
-10.71856498,53.03163611,EB42450_0921,0.964043988
-10.72139136,53.03452561,EB42450_0921,0.980156109
-10.72220266,53.03488102,EB42450_0921,0.982096676
-10.72283635,53.03514538,EB42450_0921,0.983554946
-10.71954154,53.03935286,EB42450_0921,1.009885584
-10.69482026,53.04808997,EB42450_0921,1.0636788
-10.69352795,53.04882626,EB42450_0921,1.06852059
-10.6940829,53.0493062,EB42450_0921,1.071338132
-10.6946469,53.05030075,EB42450_0921,1.077328317
-10.69108396,53.06005715,EB42450_0921,1.151418196
-10.67855036,53.07252321,EB42450_0921,1.005793843
-10.65916977,53.08255508,EB42450_0921,0.927387332
-10.64773578,53.09974316,EB42450_0921,0.87327811
-10.65140602,53.12013548,EB42450_0921,0.882699987
-10.65221154,53.14037084,EB42450_0921,0.914645177
-10.65602865,53.16077662,EB42450_0921,0.939873104
-10.65861015,53.17132121,EB42450_0921,0.943588729
-10.62809168,53.17692103,EB42450_0921,0.906369319
-10.61052736,53.1824665,EB42450_0921,0.888306824
-10.61269862,53.18706182,EB42450_0921,0.887222815
-10.61344744,53.18869383,EB42450_0921,0.886459486
-10.6012544,53.1732047,EB42450_0921,0.854349764
-10.58564707,53.15755858,EB42450_0921,0.847883788
-10.58736482,53.15059788,EB42450_0921,0.846510028
-10.58815247,53.15130176,EB42450_0921,0.84651619
-10.58888597,53.15196361,EB42450_0921,0.846526241
-10.5892434,53.15242427,EB42450_0921,0.846516376
-10.57800517,53.15109579,EB42450_0921,0.846024659
-10.57475261,53.13816898,EB42450_0921,0.827632522
-10.60903422,53.14594688,EB42450_0921,0.858542937
-10.64032546,53.15247396,EB42450_0921,0.909521618
-10.65043983,53.15087566,EB42450_0921,0.93366381
-10.64911873,53.14715507,EB42450_0921,0.931520261
-10.64550893,53.15377049,EB42450_0921,0.910383712
-10.64712841,53.1507267,EB42450_0921,0.93290851
-10.64684523,53.14686711,EB42450_0921,0.930276936
-10.64949783,53.146473,EB42450_0921,0.930913424
-10.6506616,53.1469519,EB42450_0921,0.931301825
-10.6582736,53.14950823,EB42450_0921,0.93341885
-10.65828245,53.15401759,EB42450_0921,0.934558082
-10.65154136,53.15759236,EB42450_0921,0.935441089
-10.65913777,53.14988687,EB42450_0921,0.933218535
-10.66012335,53.14754755,EB42450_0921,0.932772574
-10.66841866,53.14773091,EB42450_0921,0.933008058
-10.67135618,53.14386153,EB42450_0921,0.909591526
-10.68081449,53.14076185,EB42450_0921,0.911316086
-10.68332091,53.14419339,EB42450_0921,0.918743725
-10.685703,53.14366428,EB42450_0921,0.919960525
-10.68351595,53.13975274,EB42450_0921,0.910370956
-10.68473706,53.1394733,EB42450_0921,0.910048015
-10.68474503,53.13998024,EB42450_0921,0.910924891
-10.68386242,53.14106448,EB42450_0921,0.912658388
-10.68599024,53.14090218,EB42450_0921,0.912893022
-10.68651462,53.14132439,EB42450_0921,0.913806242
-10.68696612,53.14124948,EB42450_0921,0.913562848
-10.68752976,53.14117333,EB42450_0921,0.934841094
-10.6886219,53.14095797,EB42450_0921,0.935149031
-10.6889574,53.14085776,EB42450_0921,0.935222847
-10.68891591,53.14109783,EB42450_0921,0.934777585
-10.6915711,53.13959522,EB42450_0921,0.937202856
-10.69111646,53.14054138,EB42450_0921,0.935859144
-10.69189279,53.14066667,EB42450_0921,0.935878566
-10.69232901,53.14102187,EB42450_0921,0.935534946
-10.69346122,53.14028408,EB42450_0921,0.93669494
-10.69420161,53.13997612,EB42450_0921,0.937200179
-10.69476176,53.13982944,EB42450_0921,0.937461747
-10.6955851,53.13967864,EB42450_0921,0.937836005
-10.69621495,53.13964607,EB42450_0921,0.938016792
-10.69682186,53.13941873,EB42450_0921,0.938359829
-10.6973662,53.13920936,EB42450_0921,0.93865342
-10.69798527,53.13882588,EB42450_0921,0.939121389
-10.69856364,53.1383385,EB42450_0921,0.939654033
-10.6994066,53.13817979,EB42450_0921,0.939998519
-10.70006633,53.13775467,EB42450_0921,0.940495065
-10.70086358,53.13760087,EB42450_0921,0.940804395
-10.70145044,53.13714732,EB42450_0921,0.941293679
-10.70219137,53.13687881,EB42450_0921,0.941676331
-10.70293038,53.13662087,EB42450_0921,0.942047439
-10.70361767,53.13634936,EB42450_0921,0.94241344
-10.70433215,53.13626045,EB42450_0921,0.942618209
-10.70480109,53.13620582,EB42450_0921,0.942707545
-10.70511637,53.13620347,EB42450_0921,0.942696377
-10.70522177,53.13597527,EB42450_0921,0.942837897
-10.70622638,53.13600335,EB42450_0921,0.943004438
-10.70681259,53.13576529,EB42450_0921,0.943305621
-10.70690407,53.13535826,EB42450_0921,0.943644623
-10.7074256,53.13517988,EB42450_0921,0.943879989
-10.70791709,53.13495569,EB42450_0921,0.9441607
-10.70850675,53.13478659,EB42450_0921,0.944414577
-10.71062457,53.13487638,EB42450_0921,0.944772366
-10.71187831,53.13471198,EB42450_0921,0.945170703
-10.71202338,53.13446763,EB42450_0921,0.945416673
-10.71240739,53.13422737,EB42450_0921,0.94572404
-10.712735,53.13395371,EB42450_0921,0.94607512
-10.71328579,53.1338465,EB42450_0921,0.946258058
-10.71336687,53.13334383,EB42450_0921,0.946902338
-10.71338643,53.13332575,EB42450_0921,0.946825723
-10.72256107,53.13495793,EB42450_0921,0.945446273
-10.75535921,53.13521424,EB42450_0921,1.336961543
-10.8031951,53.14156529,EB42450_0921,1.64751651
-10.84580444,53.14473372,EB42450_0921,1.560673947
-10.84304731,53.16088731,EB42450_0921,1.401093165
-10.8131794,53.17430605,EB42450_0921,1.24990364
-10.77448557,53.17690647,EB42450_0921,1.208907325
-10.74150781,53.1563446,EB42450_0921,1.151118079
-10.69409504,53.14996526,EB42450_0921,0.9267177
-10.643923,53.1562977,EB42450_0921,0.898908576
-10.60714796,53.17018968,EB42450_0921,0.882751054
-10.597462,53.17522,EB42450_0921,0.847071875
-10.5891305,53.18405357,EB42450_0921,0.848386088
-10.59311288,53.18992777,EB42450_0921,0.853824661
-10.59539327,53.19146171,EB42450_0921,0.854342872
-10.59536923,53.19146884,EB42450_0921,0.854233925
-10.5952015,53.19170237,EB42450_0921,0.853989691
-10.59595738,53.19832159,EB42450_0921,0.852139849
-10.58248991,53.2168629,EB42450_0921,0.849453563
-10.55496728,53.23375733,EB42450_0921,0.83779131
-10.53389997,53.239831,EB42450_0921,0.838530739
-10.49682433,53.25007163,EB42450_0921,0.857836574
-10.49145429,53.24919996,EB42450_0921,0.859166797
-10.47364531,53.24964815,EB42450_0921,0.878003685
-10.42775151,53.25151835,EB42450_0921,0.882472781
-10.40074876,53.25405757,EB42450_0921,0.882320564
-10.39501668,53.2551451,EB42450_0921,0.897155322
-10.39183114,53.25596803,EB42450_0921,0.897322694
-10.35342665,53.26234158,EB42450_0921,0.918675089
-10.31240731,53.2634617,EB42450_0921,0.944550582
-10.26256269,53.2636833,EB42450_0921,1.071672529
-10.21102334,53.26650342,EB42450_0921,1.175654287
-10.17132986,53.26753483,EB42450_0921,1.2208986
-10.12279223,53.26919859,EB42450_0921,1.290866916
-10.0766444,53.2700965,EB42450_0921,1.440805681
-10.065716,53.268406,EB42450_0921,1.508046287
-10.0635383,53.26945675,EB42450_0921,1.535509548
-10.02954046,53.25084909,EB42450_0921,1.603531872
-9.985414672,53.23677976,EB42450_0921,1.767256551
-9.921138962,53.2396527,EB42450_0921,3.210888676
-9.860157886,53.24008845,EB42450_0921,2.009347489
-9.832133761,53.21588532,EB42450_0921,3.041992967
-9.785787071,53.21216184,EB42450_0921,4.750301067
-9.761750013,53.20025323,EB42450_0921,2.653855057
-9.789634203,53.18423611,EB42450_0921,4.750999789
-9.827250506,53.16847566,EB42450_0921,4.745699906
-9.859938228,53.15975465,EB42450_0921,2.446376905
-9.866927064,53.15891411,EB42450_0921,2.321262478
-9.866548798,53.15909918,EB42450_0921,2.331681109
-9.867292477,53.15840105,EB42450_0921,2.303062816
-9.87410895,53.15350981,EB42450_0921,2.085659562
-9.880528378,53.14972877,EB42450_0921,1.89741677
-9.882122923,53.148837,EB42450_0921,1.850164433
-9.881988024,53.14887077,EB42450_0921,1.853421994
-9.882006784,53.14861096,EB42450_0921,1.848827829
-9.882122526,53.14827571,EB42450_0921,1.841315618
-9.883140286,53.14800129,EB42450_0921,1.815665035
-9.88452536,53.14773455,EB42450_0921,1.781434571
-9.885135484,53.14728421,EB42450_0921,1.761628082
-9.889154,53.145733,EB42450_0921,1.533228522
-9.890271407,53.14505647,EB42450_0921,1.523775457
-9.894136983,53.14407023,EB42450_0921,1.498207231
-9.904574113,53.1389649,EB42450_0921,1.582468094
-9.911398571,53.13315317,EB42450_0921,1.633856415
-9.912664681,53.13343445,EB42450_0921,1.631480456
-9.913808584,53.133901,EB42450_0921,1.627973067
-9.916666144,53.13502799,EB42450_0921,1.620583557
-9.914732734,53.13689797,EB42450_0921,1.609386951
-9.918054096,53.13715315,EB42450_0921,1.608475695
-9.921476974,53.13684487,EB42450_0921,1.608841284
-9.926713009,53.13457584,EB42450_0921,1.61622942
-9.92818026,53.13462035,EB42450_0921,1.614442936
-9.928866974,53.13464889,EB42450_0921,1.613346738
-9.930237529,53.13468213,EB42450_0921,1.611704004
-9.931641129,53.13459535,EB42450_0921,1.61070502
-9.935637571,53.131141,EB42450_0921,1.624504507
-9.928541135,53.12716371,EB42450_0921,1.64863073
-9.923134885,53.12689335,EB42450_0921,1.657644777
-9.935204085,53.11741651,EB42450_0921,1.656394296
-9.937396521,53.11580783,EB42450_0921,1.64800856
-9.939609,53.113998,EB42450_0921,1.510209396
-9.942264258,53.1146973,EB42450_0921,1.510067128
-9.948275076,53.11284833,EB42450_0921,1.509173199
-9.952964346,53.11149784,EB42450_0921,1.508549988
-9.94792337,53.11504343,EB42450_0921,1.508918675
-9.949887369,53.11476694,EB42450_0921,1.508406344
-9.955401275,53.11520939,EB42450_0921,1.508185006
-9.974668927,53.11131059,EB42450_0921,1.505800382
-10.0131174,53.09645194,EB42450_0921,1.485411538
-10.05545953,53.08235391,EB42450_0921,1.34378923
-10.074739,53.079117,EB42450_0921,1.256214378
-10.07509644,53.07886049,EB42450_0921,1.253980406
-10.07521263,53.07919331,EB42450_0921,1.255222114
-10.07823915,53.08124899,EB42450_0921,1.265459521
-10.07921051,53.08135291,EB42450_0921,1.264969185
-10.08071118,53.08096777,EB42450_0921,1.261514381
-10.0813819,53.08086549,EB42450_0921,1.259995525
-10.08716652,53.07887296,EB42450_0921,1.246389623
-10.10150589,53.07401532,EB42450_0921,1.213433932
-10.11785677,53.07449462,EB42450_0921,1.110991389
-10.12815913,53.07424032,EB42450_0921,1.096506075
-10.14223072,53.07338356,EB42450_0921,1.074387721
-10.15527849,53.06995386,EB42450_0921,1.005067615
-10.16190778,53.07309205,EB42450_0921,1.007868995
-10.16749876,53.07185582,EB42450_0921,1.006894455
-10.17181473,53.0638805,EB42450_0921,1.002373452
-10.18076817,53.05592806,EB42450_0921,1.024759245
-10.18726358,53.05165988,EB42450_0921,1.0343673
-10.18871472,53.05105849,EB42450_0921,1.009917188
-10.18990703,53.05031574,EB42450_0921,1.010638528
-10.19094239,53.05006329,EB42450_0921,1.010650722
-10.19217193,53.04955833,EB42450_0921,1.011029512
-10.19343648,53.04898497,EB42450_0921,1.011513068
-10.194657,53.04848329,EB42450_0921,1.011894753
